Facility_ID,Reception_Room(s),Consultation_Room(s),Dressing_Room(s),Ward_Room(s),Injection_Room(s),Observation_Room(s),Remarks,Patient_Beds,Deliery_Beds,Baby_Cots,Ambulances,Cars,Motorcycles,Other_Transport,Sterilazation_and_Infection_Control,Means_of_Transport_to_Referral_Point,Distance_to_Referral_Point,Challanges/Remarks_to_Referral_Point,Other_Source_of_Energy,Other_Mobile_Networks,Other_Source_of_Water,Toilet_Remarks,Other_Waste_Management
105008-7,1,1,1,Not set,Not set,1,Shortage of rooms,2,2,6,Not set,Not set,Not set,Not set,,Nil,25,Not set,Solar light,HALOTEL,Unprotected Spring,Satisfactory,Not set
105010-3,1,Not set,Not set,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,private car,80KM,FAR TO REACH THE REFFERAL POINT,Not set,Not set,Not set,Not set,Not set
105011-1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105012-9,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
110668-1,1,1,1,Not set,1,2,Good,4,Not set,Not set,Not set,Not set,Not set,Not set,,self transport/hiring,10km,Traffic jam,Not set,Not set,Not set,Not set,Not set
111316-6,7,1,1,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,public,50 km,Not set,Not set,Not set,Not set,Not set,Not set
110767-1,1,1,1,1,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105015-2,1,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Public transport,165 km,Too far from district head quarter. there is no proper transport,Not set,Not set,Un protected dug well,Not set,Not set
109727-8,1,1,1,Not set,Not set,1,Not set,2,2,Not set,Not set,Not set,Not set,Not set,,Ambulance from District Hospital,20km,Distance from Dispensary to Government Hospital,Not set,Halotel,Not set,Not set,Not set
111119-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105019-4,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Private means,Private means,Ambulance from District hospital,114 kms,Rough Road,Hurrican lamp,Halotel,Not set,Not set,Not set
112567-3,1,1,Not set,Not set,Not set,Not set,The facility has three rooms,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,By own means,1.5KM,None,Not set,Hallotel,Not set,The Toilet is fit for use,Not set
105022-8,Not set,1,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
113891-6,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105023-6,Not set,1,Not set,Not set,Not set,Not set,Not set,1,2,Not set,Not set,Not set,Not set,Not set,,Request Ambulance from DMO's office,Not set,Delaying on arriving of ambulance,Kerosine,Not set,River,Not set,Not set
105024-4,1,2,1,4,Not set,Not set,Not set,32,4,1,1,Not set,1,Not set,,distance from health center toBombo refferal hospital,93km,Lack of reliable transport in case of a medical emergency,Not set,haloow tell,Not set,Not set,No
113763-7,1,2,1,Not set,1,2,All rooms are in good condition,4,Not set,1,Not set,Not set,Not set,puplic transport,puplic transport,public transpot,5km,Trafic jam,Not set,Not set,No other source of water,Toilet are in goog condition,Not set
105027-7,1,1,Not set,Not set,Not set,2,wound dressing is not done due to lack of autoclave,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Private transport,5km,Not set,Not set,Not set,Not set,Not set,Not set
105025-1,1,1,1,Not set,Not set,2,Not set,7,1,Not set,Not set,Not set,Not set,None,None,Private car or Ambulance from other health facilities,3KM,No Challeges since the dispensry is located near to bus stand therefore easy to ger transport to refferal,Not set,TTCL,None,Good,Not set
112682-0,1,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,2KM,Not set,Not set,Not set,Not set,Not set,Not set
105028-5,1,4,1,4,Not set,Not set,Satisfactory,120,2,Not set,1,Not set,Not set,Not set,,Ambulance of Songea Municipal Council,4km,Not set,TANNESCO,Not set,Not set,Good condition,Not set
105029-3,Not set,1,1,Not set,Not set,1,Not set,2,2,Not set,Not set,Not set,Not set,Not set,,Shared Public Ambulances,6,None,Not set,Not set,Not set,Not set,Not set
105030-1,1,1,1,Not set,Not set,1,Not set,4,1,Not set,Not set,Not set,Not set,public transport with bodaboda,public transport with bodaboda,private car,10km,Not set,Not set,Not set,Not set,Not set,Not set
112272-0,1,1,1,Not set,Not set,1,Not set,4,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105032-7,1,2,1,Not set,Not set,2,Not set,4,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105033-5,1,1,1,Not set,Not set,1,Not set,1,Not set,Not set,Not set,Not set,Not set,Not set,,Taxi,4 km,Not set,Not set,Not set,Not set,Not set,Not set
106213-2,1,3,1,Not set,Not set,Not set,Not set,3,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105034-3,Not set,1,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,District Ambulance,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105036-8,Not set,1,1,Not set,Not set,Not set,Not set,Not set,2,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
111452-9,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105038-4,1,1,1,2,Not set,1,NIL,10,2,Not set,Not set,Not set,Not set,PUBLIC,PUBLIC,ambulance from district,Not set,rough road,NIL,HOLTEL,NIL,NIL,NIL
105037-6,1,1,1,Not set,Not set,Not set,Nil,2,1,Not set,Not set,Not set,1,Not set,0,Hire cars,25 km,Car hiring costs,Not set,Not set,Not set,Not set,Nil
105039-2,1,1,Not set,Not set,Not set,Not set,Not set,1,2,Not set,Not set,Not set,Not set,Not set,,Mombo H/c car/private,73,Not set,Not set,Not set,Not set,Not set,Not set
105040-0,Not set,1,1,Not set,Not set,1,need more room,2,1,Not set,Not set,Not set,1,Not set,,Hospital's Ambulance,72 Km,Rough Road during Rainfall,Not set,Not set,Not set,Not set,Not set
105042-6,Not set,1,1,Not set,Not set,1,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Ambulance from Mtowisa Health centre,Not set,Not set,Kerosine Lamp,Not set,Not set,Not set,Not set
105043-4,1,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105044-2,Not set,1,1,Not set,Not set,1,Not set,2,2,Not set,Not set,Not set,Not set,Not set,,Ambulance from Mtowisa Health centre,Not set,Not set,Kerosine Lamp,Not set,Not set,Not set,Not set
105045-9,3,3,2,5,Not set,1,Not set,24,5,Not set,1,1,1,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105046-7,Not set,1,1,Not set,Not set,1,Dressing & Injection share same room,1,1,Not set,Not set,Not set,Not set,Not set,,Public,6km,Bad roads,Not set,Not set,Not set,Not set,Not set
105047-5,1,1,1,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,1,Not set,,Ambulance from district hospital,Not set,Not set,Not set,Not set,Not set,Not set,Not set
108507-5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105048-3,Not set,1,Not set,Not set,Not set,1,Not set,5,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105050-9,Not set,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Ambulance from the nearest Health center,80km,no networkbad geographical location of the health facility and severy rough road,Not set,Not set,deep well,Not set,Not set
111721-7,Not set,1,1,Not set,Not set,Not set,Not set,3,1,Not set,Not set,Not set,Not set,Ambulance from district hospital,Ambulance from district hospital,Not set,20,Not set,Not set,Not set,dug well,Not set,Not set
105051-7,1,1,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Ambulance from Mtama,52km,Not set,Not set,Not set,Not set,Not set,Not set
105052-5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105053-3,Not set,1,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Private transport/cars,Not set,If ambulance is breakdown it depend the privae cars,Kandili/Chemli/Touch,Not set,Not set,Not set,Not set
105054-1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112061-7,1,1,1,Not set,1,1,Not set,6,2,1,Not set,Not set,Not set,Not set,0,AMBULANCE,48 KM,long distance from the facility to referal,Not set,Not set,Not set,Not set,Not set
105056-6,1,1,1,Not set,Not set,1,Not set,3,2,Not set,Not set,Not set,Not set,DMO OFFICE CAR,DMO OFFICE CAR,CAR,7,NO,Not set,Not set,Not set,Not set,Not set
105057-4,Not set,1,Not set,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Lamp,Not set,River,Local toilet,Not set
111748-0,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105058-2,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105059-0,1,1,1,3,Not set,Not set,Not set,20,2,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Community well,Not set,Not set
105060-8,1,2,1,4,Not set,1,Not set,38,2,Not set,1,Not set,Not set,Not set,,Ambulance,53km,lack of fuel,Not set,Not set,Not set,Not set,Not set
105061-6,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112076-5,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105063-2,1,1,1,Not set,Not set,Not set,Good condition,Not set,1,Not set,Not set,2,Not set,No,No,Private Car,! km,No,Not set,Halotel,Not set,Good condition,Send to META hospital
111160-8,1,1,1,1,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Public transport,30 KM,Transport,Not set,Not set,Not set,Not set,Not set
105064-0,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Public transport,Public transport,Not set,Not set,The public transport help because it is away from Kilwa road,Not set,Not set,Not set,Not set,Not set
105066-5,1,2,1,Not set,Not set,1,Not set,2,Not set,Not set,Not set,Not set,Not set,Not set,,AMBULANCE,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105065-7,Not set,1,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Private car,Not set,Lack of transport,Not set,Not set,Buying from water tank,Not set,Not set
105067-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105068-1,1,1,1,2,Not set,Not set,Not set,14,2,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,River,Not set,Not set
110052-8,1,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Ambulance from DMO's Office,Not set,Not set,Kerosine Lamp,Not set,Not set,Not set,Not set
105071-5,Not set,1,1,1,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,private,Not set,Rough Road,Not set,Halotel,Not set,Not set,Not set
105072-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105074-9,1,3,1,3,Not set,1,THERE IS ENOUGH ROOM,21,3,1,Not set,Not set,Not set,car from DMO office,car from DMO office,Car Bus,45 Km,NO,NO,NO,NO,GOOD CONDITION,NO
105073-1,Not set,1,Not set,Not set,Not set,1,Not set,7,3,Not set,Not set,Not set,Not set,Not set,,Ambulance from Kirando H/C,35 Kms,Not set,Kerosene lamp,Halotel,Water from Lake Tanganyika,Not set,Not set
105075-6,1,1,1,Not set,Not set,Not set,No enough room,1,1,Not set,Not set,Not set,Not set,No,No,Personal transport and sometimes Ambulance from a near health center,km 6,Lack of reliable transport in case of a medical emergency,No,No,No,Not set,No
105077-2,1,1,1,1,Not set,Not set,Not set,8,2,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105079-8,1,1,Not set,Not set,Not set,1,Udogo wa jengo,4,1,Not set,Not set,1,Not set,Not set,,car to Itigi hospital,47km,Poor Infrastructure,Not set,Halotel,Not set,Not set,Not set
107030-9,1,2,1,Not set,Not set,2,Not set,4,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,100 meters,None,Not set,Not set,Not set,Not set,Not set
105080-6,4,4,1,1,1,Not set,Not set,18,4,Not set,1,1,4,Not set,,Ambulance,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105081-4,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105082-2,Not set,1,1,Not set,Not set,Not set,Not set,Not set,2,Not set,Not set,Not set,Not set,Not set,,Private,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105083-0,1,1,1,Not set,1,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Cars Motorcyclesbyscles,27 km,Not set,Not set,Not set,Not set,Not set,Not set
105084-8,1,2,1,1,Not set,Not set,Not set,14,3,Not set,1,Not set,Not set,Not set,,use of ambulance of the facility,45km,Not set,Not set,Not set,Not set,Not set,Not set
105085-5,Not set,1,1,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105087-1,1,1,1,Not set,Not set,1,ample space for providing the service as a dispensary,Not set,1,Not set,Not set,Not set,Not set,Not set,,Ambulance,42 km,Rough roads,kerosine,Not set,Not set,Not set,Not set
105086-3,Not set,1,1,Not set,Not set,Not set,Not set,Not set,2,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
108897-0,1,2,1,Not set,Not set,2,Not set,4,4,Not set,Not set,Not set,Not set,Not set,,self transport for patients,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105088-9,1,2,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,ambulace from nyamagana hospital,2km,Not set,Not set,Not set,Not set,Not set,Not set
113344-6,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105090-5,Not set,1,1,Not set,Not set,Not set,Not set,6,1,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105091-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105092-1,1,1,1,Not set,Not set,1,Not set,1,2,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105093-9,1,7,1,9,Not set,1,Not set,207,Not set,Not set,2,3,5,Not set,,Not set,Not set,Not set,Not set,TTCL,Not set,Not set,Not set
105094-7,1,1,1,Not set,Not set,1,Not set,2,2,Not set,Not set,Not set,Not set,Not set,,Mombo H/c car/private,75,Not set,Not set,Not set,Not set,Not set,Not set
105095-4,1,Not set,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,0,cars from Dmo office,Not set,during season the river is risen so its difficult to reach at that facility.,no,halotel,no,Not set,no
105096-2,1,Not set,1,Not set,Not set,Not set,Not set,Not set,1,Not set,Not set,Not set,Not set,Not set,,cars,67,road not good no ambulance for refferals,torch and kerosine lamp,HALOTEL,Not set,Not set,Not set
113114-3,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,,Not set,Not set,Not set,Not set,Not set,Not set,Not set,They are going to disposable at Singida reginal hospital
113025-1,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112695-2,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112285-2,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105100-2,1,Not set,1,Not set,Not set,Not set,Not set,3,3,Not set,Not set,Not set,Not set,Biycycle,Biycycle,Mundemu,80,Not set,Not set,haltell,Not set,Not set,Not set
105101-0,1,1,1,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Bus and motorbikes,Rough Road,Not set,Not set,Not set,Not set,Not set,Not set
110370-4,Not set,1,Not set,Not set,Not set,Not set,Not set,2,1,Not set,Not set,Not set,Not set,Not set,,Not set,75km,Not set,Not set,Not set,Not set,Not set,Not set
105103-6,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
105102-8,1,1,1,Not set,Not set,Not set,Not set,1,1,Not set,Not set,Not set,Not set,Not set,,Near by Abullance,10 km,There is Rufiji river between Utete hosp and no bridge,Not set,Not set,Not set,Not set,Not set
105104-4,Not set,1,Not set,Not set,Not set,1,Not set,1,1,Not set,Not set,Not set,Not set,Not set,0,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
