Facility_ID,Type of Infrastructure,Value
103535-1,Source_of_Water,Rainwater Harvesting
103536-9,Source_of_Water,Rainwater Harvesting
103537-7,Source_of_Water,Rainwater Harvesting
103538-5,Source_of_Water,Public Tap or Standpipe
103539-3,Source_of_Water,Piped Water into Health Facility
103539-3,Source_of_Water,Piped Water to Yard/Plot
103541-9,Source_of_Water,Piped Water to Yard/Plot
103542-7,Source_of_Water,Tube Well or Borehole
103543-5,Source_of_Water,Rainwater Harvesting
110259-9,Source_of_Water,Piped Water to Yard/Plot
103544-3,Source_of_Water,Rainwater Harvesting
109733-6,Source_of_Water,Tube Well or Borehole
103546-8,Source_of_Water,Rainwater Harvesting
103548-4,Source_of_Water,Piped Water into Health Facility
103551-8,Source_of_Water,Tube Well or Borehole
103552-6,Source_of_Water,Protected Spring
103553-4,Source_of_Water,Rainwater Harvesting
103554-2,Source_of_Water,Other
103555-9,Source_of_Water,Piped Water into Health Facility
103556-7,Source_of_Water,Piped Water to Yard/Plot
103557-5,Source_of_Water,Other
110453-8,Source_of_Water,Not set
103558-3,Source_of_Water,Protected Dug Well
103558-3,Source_of_Water,Rainwater Harvesting
112077-3,Source_of_Water,Not set
103559-1,Source_of_Water,Tube Well or Borehole
103560-9,Source_of_Water,Piped Water into Health Facility
103560-9,Source_of_Water,Rainwater Harvesting
103561-7,Source_of_Water,Piped Water into Health Facility
103562-5,Source_of_Water,Piped Water into Health Facility
103562-5,Source_of_Water,Public Tap or Standpipe
103562-5,Source_of_Water,Protected Spring
103563-3,Source_of_Water,Public Tap or Standpipe
103564-1,Source_of_Water,Other
103565-8,Source_of_Water,Tube Well or Borehole
111734-0,Source_of_Water,Protected Dug Well
111734-0,Source_of_Water,Rainwater Harvesting
111734-0,Source_of_Water,Other
103566-6,Source_of_Water,Piped Water into Health Facility
103567-4,Source_of_Water,Tube Well or Borehole
103568-2,Source_of_Water,Protected Spring
103569-0,Source_of_Water,Piped Water into Health Facility
103570-8,Source_of_Water,Rainwater Harvesting
103570-8,Source_of_Water,Other
103571-6,Source_of_Water,Other
103572-4,Source_of_Water,Piped Water into Health Facility
111545-0,Source_of_Water,Piped Water into Health Facility
103573-2,Source_of_Water,Piped Water into Health Facility
103574-0,Source_of_Water,Piped Water to Yard/Plot
103574-0,Source_of_Water,Rainwater Harvesting
103575-7,Source_of_Water,Protected Dug Well
103576-5,Source_of_Water,Tube Well or Borehole
110749-9,Source_of_Water,Not set
103577-3,Source_of_Water,Not set
112078-1,Source_of_Water,Not set
109192-5,Source_of_Water,Protected Dug Well
103580-7,Source_of_Water,Rainwater Harvesting
103581-5,Source_of_Water,Piped Water into Health Facility
103581-5,Source_of_Water,Piped Water to Yard/Plot
103581-5,Source_of_Water,Rainwater Harvesting
103582-3,Source_of_Water,Public Tap or Standpipe
111014-7,Source_of_Water,Rainwater Harvesting
103583-1,Source_of_Water,Not set
113795-9,Source_of_Water,Piped Water into Health Facility
103584-9,Source_of_Water,Not set
113587-0,Source_of_Water,Not set
103585-6,Source_of_Water,Rainwater Harvesting
103586-4,Source_of_Water,Public Tap or Standpipe
103586-4,Source_of_Water,Rainwater Harvesting
113577-1,Source_of_Water,Not set
103587-2,Source_of_Water,Piped Water into Health Facility
103588-0,Source_of_Water,Rainwater Harvesting
103589-8,Source_of_Water,Piped Water to Yard/Plot
103590-6,Source_of_Water,Rainwater Harvesting
111230-9,Source_of_Water,Not set
103591-4,Source_of_Water,Piped Water into Health Facility
103592-2,Source_of_Water,Protected Spring
113701-7,Source_of_Water,Protected Dug Well
103594-8,Source_of_Water,Piped Water into Health Facility
103595-5,Source_of_Water,Public Tap or Standpipe
103595-5,Source_of_Water,Protected Dug Well
103596-3,Source_of_Water,Piped Water into Health Facility
103598-9,Source_of_Water,Not set
103599-7,Source_of_Water,Public Tap or Standpipe
103599-7,Source_of_Water,Rainwater Harvesting
109174-3,Source_of_Water,Tube Well or Borehole
103601-1,Source_of_Water,Rainwater Harvesting
103602-9,Source_of_Water,Piped Water into Health Facility
103603-7,Source_of_Water,Public Tap or Standpipe
103605-2,Source_of_Water,Rainwater Harvesting
111231-7,Source_of_Water,Piped Water to Yard/Plot
103608-6,Source_of_Water,Piped Water to Yard/Plot
103609-4,Source_of_Water,Rainwater Harvesting
103610-2,Source_of_Water,Rainwater Harvesting
103611-0,Source_of_Water,Public Tap or Standpipe
103612-8,Source_of_Water,Rainwater Harvesting
103614-4,Source_of_Water,Protected Dug Well
103614-4,Source_of_Water,Rainwater Harvesting
113408-9,Source_of_Water,Not set
103615-1,Source_of_Water,Rainwater Harvesting
103616-9,Source_of_Water,Protected Spring
103616-9,Source_of_Water,Rainwater Harvesting
103617-7,Source_of_Water,Public Tap or Standpipe
103617-7,Source_of_Water,Tube Well or Borehole
103617-7,Source_of_Water,Protected Dug Well
103617-7,Source_of_Water,Rainwater Harvesting
103619-3,Source_of_Water,Piped Water to Yard/Plot
103620-1,Source_of_Water,Piped Water into Health Facility
103621-9,Source_of_Water,Public Tap or Standpipe
111106-1,Source_of_Water,Not set
103622-7,Source_of_Water,Piped Water to Yard/Plot
103623-5,Source_of_Water,Protected Dug Well
109318-6,Source_of_Water,Piped Water into Health Facility
103624-3,Source_of_Water,Piped Water to Yard/Plot
103625-0,Source_of_Water,Other
103626-8,Source_of_Water,Public Tap or Standpipe
103628-4,Source_of_Water,Piped Water to Yard/Plot
103629-2,Source_of_Water,Not set
103630-0,Source_of_Water,Piped Water into Health Facility
103630-0,Source_of_Water,Piped Water to Yard/Plot
103632-6,Source_of_Water,Piped Water into Health Facility
103632-6,Source_of_Water,Piped Water to Yard/Plot
111744-9,Source_of_Water,Not set
103633-4,Source_of_Water,Piped Water into Health Facility
111671-4,Source_of_Water,Piped Water into Health Facility
111671-4,Source_of_Water,Rainwater Harvesting
103634-2,Source_of_Water,Protected Dug Well
103637-5,Source_of_Water,Piped Water into Health Facility
103638-3,Source_of_Water,Not set
103639-1,Source_of_Water,Rainwater Harvesting
111326-5,Source_of_Water,Not set
103640-9,Source_of_Water,Public Tap or Standpipe
103641-7,Source_of_Water,Tube Well or Borehole
103642-5,Source_of_Water,Not set
103643-3,Source_of_Water,Piped Water into Health Facility
103644-1,Source_of_Water,Piped Water into Health Facility
103645-8,Source_of_Water,Piped Water into Health Facility
103646-6,Source_of_Water,Piped Water into Health Facility
103649-0,Source_of_Water,Other
103648-2,Source_of_Water,Protected Dug Well
103651-6,Source_of_Water,Not set
103654-0,Source_of_Water,Protected Dug Well
103655-7,Source_of_Water,Rainwater Harvesting
108345-0,Source_of_Water,Protected Dug Well
108345-0,Source_of_Water,Rainwater Harvesting
103656-5,Source_of_Water,Piped Water into Health Facility
103656-5,Source_of_Water,Rainwater Harvesting
103657-3,Source_of_Water,Protected Dug Well
103657-3,Source_of_Water,Rainwater Harvesting
108328-6,Source_of_Water,Protected Dug Well
108599-2,Source_of_Water,Rainwater Harvesting
108837-6,Source_of_Water,Other
103661-5,Source_of_Water,Protected Dug Well
103662-3,Source_of_Water,Piped Water to Yard/Plot
111716-7,Source_of_Water,Public Tap or Standpipe
103664-9,Source_of_Water,Not set
103665-6,Source_of_Water,Other
103666-4,Source_of_Water,Protected Spring
111751-4,Source_of_Water,Tube Well or Borehole
111751-4,Source_of_Water,Protected Dug Well
111751-4,Source_of_Water,Protected Spring
111751-4,Source_of_Water,Rainwater Harvesting
103668-0,Source_of_Water,Piped Water to Yard/Plot
112785-1,Source_of_Water,Piped Water into Health Facility
103669-8,Source_of_Water,Tube Well or Borehole
103670-6,Source_of_Water,Not set
103672-2,Source_of_Water,Piped Water to Yard/Plot
103673-0,Source_of_Water,Rainwater Harvesting
103675-5,Source_of_Water,Tube Well or Borehole
103676-3,Source_of_Water,Protected Spring
103676-3,Source_of_Water,Other
110255-7,Source_of_Water,Public Tap or Standpipe
103678-9,Source_of_Water,Piped Water into Health Facility
113842-9,Source_of_Water,Piped Water into Health Facility
103679-7,Source_of_Water,Other
109701-3,Source_of_Water,Rainwater Harvesting
103680-5,Source_of_Water,Rainwater Harvesting
103680-5,Source_of_Water,Other
103681-3,Source_of_Water,Piped Water to Yard/Plot
103682-1,Source_of_Water,Rainwater Harvesting
103683-9,Source_of_Water,Rainwater Harvesting
103684-7,Source_of_Water,Piped Water into Health Facility
103684-7,Source_of_Water,Piped Water to Yard/Plot
103685-4,Source_of_Water,Protected Dug Well
112074-0,Source_of_Water,Not set
103686-2,Source_of_Water,Other
109986-0,Source_of_Water,Public Tap or Standpipe
103689-6,Source_of_Water,Other
103688-8,Source_of_Water,Rainwater Harvesting
112513-7,Source_of_Water,Piped Water into Health Facility
112513-7,Source_of_Water,Protected Dug Well
112079-9,Source_of_Water,Not set
113688-6,Source_of_Water,Not set
103690-4,Source_of_Water,Rainwater Harvesting
110324-1,Source_of_Water,Not set
103691-2,Source_of_Water,Rainwater Harvesting
103692-0,Source_of_Water,Piped Water to Yard/Plot
111346-3,Source_of_Water,Rainwater Harvesting
107151-3,Source_of_Water,Rainwater Harvesting
103694-6,Source_of_Water,Piped Water into Health Facility
103694-6,Source_of_Water,Rainwater Harvesting
109417-6,Source_of_Water,Piped Water to Yard/Plot
109417-6,Source_of_Water,Rainwater Harvesting
103695-3,Source_of_Water,Tube Well or Borehole
103696-1,Source_of_Water,Protected Spring
103697-9,Source_of_Water,Protected Spring
103698-7,Source_of_Water,Piped Water into Health Facility
103699-5,Source_of_Water,Piped Water into Health Facility
103700-1,Source_of_Water,Protected Dug Well
103701-9,Source_of_Water,Rainwater Harvesting
111148-3,Source_of_Water,Protected Spring
111934-6,Source_of_Water,Public Tap or Standpipe
112209-2,Source_of_Water,Not set
103702-7,Source_of_Water,Rainwater Harvesting
103703-5,Source_of_Water,Not set
103704-3,Source_of_Water,Piped Water into Health Facility
103705-0,Source_of_Water,Piped Water into Health Facility
113039-2,Source_of_Water,Not set
112735-6,Source_of_Water,Not set
103706-8,Source_of_Water,Not set
103707-6,Source_of_Water,Piped Water to Yard/Plot
109296-4,Source_of_Water,Other
103709-2,Source_of_Water,Tube Well or Borehole
103710-0,Source_of_Water,Other
111852-0,Source_of_Water,Piped Water to Yard/Plot
109775-7,Source_of_Water,Piped Water into Health Facility
103711-8,Source_of_Water,Rainwater Harvesting
103712-6,Source_of_Water,Public Tap or Standpipe
103712-6,Source_of_Water,Rainwater Harvesting
103713-4,Source_of_Water,Not set
103714-2,Source_of_Water,Tube Well or Borehole
103715-9,Source_of_Water,Piped Water into Health Facility
103717-5,Source_of_Water,Tube Well or Borehole
103718-3,Source_of_Water,Tube Well or Borehole
103719-1,Source_of_Water,Piped Water to Yard/Plot
103720-9,Source_of_Water,Protected Spring
103721-7,Source_of_Water,Piped Water into Health Facility
103724-1,Source_of_Water,Not set
103722-5,Source_of_Water,Rainwater Harvesting
103723-3,Source_of_Water,Piped Water into Health Facility
109911-8,Source_of_Water,Public Tap or Standpipe
110969-3,Source_of_Water,Piped Water into Health Facility
103725-8,Source_of_Water,Piped Water into Health Facility
103725-8,Source_of_Water,Protected Spring
103726-6,Source_of_Water,Rainwater Harvesting
109157-8,Source_of_Water,Tube Well or Borehole
103728-2,Source_of_Water,Not set
103729-0,Source_of_Water,Piped Water into Health Facility
103730-8,Source_of_Water,Piped Water into Health Facility
103731-6,Source_of_Water,Piped Water to Yard/Plot
103731-6,Source_of_Water,Rainwater Harvesting
103732-4,Source_of_Water,Public Tap or Standpipe
110736-6,Source_of_Water,Protected Dug Well
110736-6,Source_of_Water,Other
103736-5,Source_of_Water,Piped Water into Health Facility
103736-5,Source_of_Water,Tube Well or Borehole
103737-3,Source_of_Water,Other
103738-1,Source_of_Water,Protected Spring
103738-1,Source_of_Water,Rainwater Harvesting
103739-9,Source_of_Water,Piped Water into Health Facility
111149-1,Source_of_Water,Piped Water into Health Facility
111149-1,Source_of_Water,Tube Well or Borehole
103741-5,Source_of_Water,Piped Water to Yard/Plot
103742-3,Source_of_Water,Public Tap or Standpipe
103743-1,Source_of_Water,Not set
108446-6,Source_of_Water,Rainwater Harvesting
103747-2,Source_of_Water,Piped Water to Yard/Plot
103747-2,Source_of_Water,Rainwater Harvesting
103748-0,Source_of_Water,Not set
103749-8,Source_of_Water,Piped Water to Yard/Plot
103750-6,Source_of_Water,Rainwater Harvesting
103751-4,Source_of_Water,Piped Water into Health Facility
103751-4,Source_of_Water,Public Tap or Standpipe
103752-2,Source_of_Water,Protected Spring
110681-4,Source_of_Water,Not set
103753-0,Source_of_Water,Not set
103754-8,Source_of_Water,Protected Dug Well
103755-5,Source_of_Water,Tube Well or Borehole
103755-5,Source_of_Water,Rainwater Harvesting
103756-3,Source_of_Water,Piped Water to Yard/Plot
103756-3,Source_of_Water,Public Tap or Standpipe
103756-3,Source_of_Water,Rainwater Harvesting
103545-0,Source_of_Water,Not set
111749-8,Source_of_Water,Not set
103757-1,Source_of_Water,Piped Water to Yard/Plot
109434-1,Source_of_Water,Public Tap or Standpipe
103758-9,Source_of_Water,Tube Well or Borehole
103759-7,Source_of_Water,Tube Well or Borehole
103759-7,Source_of_Water,Rainwater Harvesting
110879-4,Source_of_Water,Other
109912-6,Source_of_Water,Not set
103762-1,Source_of_Water,Piped Water to Yard/Plot
103763-9,Source_of_Water,Protected Dug Well
103765-4,Source_of_Water,Public Tap or Standpipe
103766-2,Source_of_Water,Not set
103767-0,Source_of_Water,Public Tap or Standpipe
107424-4,Source_of_Water,Piped Water into Health Facility
107424-4,Source_of_Water,Public Tap or Standpipe
103771-2,Source_of_Water,Not set
103772-0,Source_of_Water,Not set
109737-7,Source_of_Water,Piped Water into Health Facility
108498-7,Source_of_Water,Not set
103773-8,Source_of_Water,Other
103774-6,Source_of_Water,Protected Spring
103775-3,Source_of_Water,Tube Well or Borehole
103776-1,Source_of_Water,Piped Water to Yard/Plot
113300-8,Source_of_Water,Piped Water into Health Facility
103777-9,Source_of_Water,Public Tap or Standpipe
103778-7,Source_of_Water,Tube Well or Borehole
111249-9,Source_of_Water,Not set
103779-5,Source_of_Water,Tube Well or Borehole
103779-5,Source_of_Water,Other
103780-3,Source_of_Water,Piped Water into Health Facility
103618-5,Source_of_Water,Piped Water into Health Facility
103781-1,Source_of_Water,Rainwater Harvesting
103782-9,Source_of_Water,Rainwater Harvesting
103784-5,Source_of_Water,Tube Well or Borehole
103785-2,Source_of_Water,Protected Dug Well
103786-0,Source_of_Water,Public Tap or Standpipe
103786-0,Source_of_Water,Rainwater Harvesting
109910-0,Source_of_Water,Not set
103787-8,Source_of_Water,Rainwater Harvesting
103788-6,Source_of_Water,Not set
103789-4,Source_of_Water,Not set
103790-2,Source_of_Water,Public Tap or Standpipe
103790-2,Source_of_Water,Rainwater Harvesting
103791-0,Source_of_Water,Rainwater Harvesting
103794-4,Source_of_Water,Piped Water into Health Facility
103795-1,Source_of_Water,Piped Water into Health Facility
103796-9,Source_of_Water,Tube Well or Borehole
103797-7,Source_of_Water,Protected Dug Well
103798-5,Source_of_Water,Piped Water into Health Facility
104756-2,Source_of_Water,Piped Water into Health Facility
103800-9,Source_of_Water,Not set
103801-7,Source_of_Water,Not set
103802-5,Source_of_Water,Rainwater Harvesting
103803-3,Source_of_Water,Tube Well or Borehole
103804-1,Source_of_Water,Rainwater Harvesting
112454-4,Source_of_Water,Rainwater Harvesting
113521-9,Source_of_Water,Piped Water into Health Facility
103805-8,Source_of_Water,Piped Water into Health Facility
112972-5,Source_of_Water,Piped Water to Yard/Plot
113331-3,Source_of_Water,Not set
109886-2,Source_of_Water,Not set
109745-0,Source_of_Water,Piped Water to Yard/Plot
103814-0,Source_of_Water,Protected Dug Well
103815-7,Source_of_Water,Not set
103816-5,Source_of_Water,Piped Water into Health Facility
103817-3,Source_of_Water,Rainwater Harvesting
103818-1,Source_of_Water,Piped Water to Yard/Plot
103819-9,Source_of_Water,Not set
103820-7,Source_of_Water,Not set
103821-5,Source_of_Water,Rainwater Harvesting
103823-1,Source_of_Water,Protected Dug Well
103824-9,Source_of_Water,Not set
103825-6,Source_of_Water,Piped Water into Health Facility
103825-6,Source_of_Water,Piped Water to Yard/Plot
112854-5,Source_of_Water,Not set
109818-5,Source_of_Water,Piped Water to Yard/Plot
109818-5,Source_of_Water,Protected Spring
111051-9,Source_of_Water,Protected Spring
111051-9,Source_of_Water,Rainwater Harvesting
103827-2,Source_of_Water,Rainwater Harvesting
103828-0,Source_of_Water,Piped Water into Health Facility
110496-7,Source_of_Water,Not set
108643-8,Source_of_Water,Public Tap or Standpipe
111290-3,Source_of_Water,Piped Water into Health Facility
111564-1,Source_of_Water,Piped Water into Health Facility
103831-4,Source_of_Water,Piped Water into Health Facility
