Facility_ID,Facility Name,Ward,Village/Street,Facility Type,Operating Status,Ownership,Latitude,Longitude,Facility_Zone,Facility_Region,Facility_District,Facility_Council,Facility_Location,Common_Facility_Name,Registration_ID,CTC_ID,MTUHA_Code,MSD_ID,Facility_Type,Facility_Ownership,Facility_Operating_Status,Facility_Registration_Status,Location_Description,Waypoint_Number,Altitude(Meters),Service_Areas(Villages),Catchment_Population,Date_Opened/Inaugurated/Upgraded,Year,Postal_Address,Postal_Code,Official_Phone_#,Official_Fax_#,Official_Email,Facility_In-Charge_Name,Facility_In-Charge_Cadre,Website
102318-3,Kangaga,Mawindi,Kangaga,Dispensary,Operating,Public - LGA,-8.76362,34.5025,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,TAZARA Station,Kangaga Dispensary,Not set,Not set,Not set,MB620174,Dispensary,Public - LGA,Operating,Not Registered,TAZARA Station,Kangaga Dispensary,1171,1,Not set,04 09 2009,2009,"30, Rujewa",Not set,768904061,Not set,Not set,Daniel A. Shimwela,Clinical Officer,Not set
102319-1,Kangagai,Mwangoi,Majulai,Health Center,Operating,Public - LGA,-4.5999,38.31963,Northern Zone,Tanga,Lushoto,Lushoto DC,MLALO H/C,Kangagai,Not set,Not set,Not set,TG 520195,Health Center,Public - LGA,Operating,Registered,MLALO H/C,Mwangoi,1392,"Majulai ,Mwangoi",21195,Not set,Not set,P.O.BOX. 95 LUSHOTO,Not set,272660133,Not set,Not set,Jumanne Njiku,Assistant Medical officer,Not set
102322-5,Kange,Maweni,Kichangani,Dispensary,Operating,Public - LGA,-5.09969,39.04266,Northern Zone,Tanga,Tanga,Tanga CC,Not set,Kange,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,178,Not set,Not set,Not set,Not set,Rabia Samiji,Clinical Officer,Not set
102323-3,Kange JWTZ,Maweni,Kichangani,Dispensary,Operating,Public - Military,-5.09686,39.01545,Northern Zone,Tanga,Tanga,Tanga CC,Not set,Kange JWTZ,Not set,Not set,Not set,Not set,Dispensary,Public - Military,Operating,Registered,Not set,Not set,55,Not set,Not set,Not set,Not set,5344,Not set,714092762,Not set,Not set,Martin Sangalala,Clinical Officer,Not set
102324-1,Kangeme,Zugimlole,Kangeme,Dispensary,Operating,Public - LGA,-5.42692,31.58125,Western Zone,Tabora,Kaliua,Kaliua DC,KANGEME,Kangeme,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,KANGEME,KANGEME,Not set,"Igombe, Kangeme, Usimba, Uyumbu, Zugimulole",6315,29 05 2002,2002,83 KALIUA,255,2.55684E+11,Not set,Not set,Lyoba Mwitambi,ENROLLED NURSE+255,Not set
102326-6,Kaniha,Kaniha,Kaniha,Dispensary,Operating,Public - LGA,-3.28951,31.42389,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Primaly School,kaniha,Not set,Not set,44,M33547,Dispensary,Public - LGA,Operating,Registered,Primaly School,37,1219,"Kaniha,",11499,01 03 1978,1978,Box 22 biharamulo,Not set,Not set,Not set,Not set,Abili Stanly,Clinical assistant,Not set
102329-0,Kanikelele,Lupembe,Lupembe,Dispensary,Operating,Public - LGA,-9.217842,35.261245,Southern Highlands Zone,Njombe,Njombe,Njombe DC,it is located along the way going to Ikondo village,Kanikelele,102329-0,22-04-0115,2204011,IR520440,Dispensary,Public - LGA,Operating,Registered,it is located along the way going to Ikondo village,Not set,1563,1,Not set,Not set,2009,Box 56 Njombe,Not set,Not set,Not set,Not set,Dotto Shija Ntima,Assistant Clinical Officer,Not set
102330-8,Kaning'ombe,Masaka,Kaning'ombe,Dispensary,Operating,Private - Faith based organization (FBO) - Catholic,-7.91847,35.47658,Southern Highlands Zone,Iringa,Iringa,Iringa DC,Not set,Kaning'ombe mission,Not set,Not set,111052,IR520045,Dispensary,Private - Faith based organization (FBO) - Catholic,Operating,Registered,Not set,Not set,Not set,Kaning'ombe,Not set,01 07 1964,1964,108 Iringa,Not set,262702828,2701776,Not set,Yohana Yakobo Richard,Enrolled Nurse,Not set
102333-2,Kanisa la Mungu Tanzania,Mtoni,Sabasaba,Dispensary,Operating,Private - Faith based organization (FBO),-6.867921,39.277386,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Not set,Mtoni kanisa la Mungu Dispensary,73036,Not set,Not set,Not set,Dispensary,Private - Faith based organization (FBO),Operating,Registered,Not set,Kanisa la Mungu Disp,24,Mtoni sabasaba,Not set,06 09 1997,Not set,77289 Dar-es-Salaam,Not set,754275153,Not set,mujunichurchill@yahoo.com,Not set,Not set,Not set
102335-7,Kankwale,Senga,Not set,Dispensary,Pending Operation - Under Construction,Public - LGA,-7.8984,31.59168,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Pending Operation - Under Construction,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
102336-5,Kanoge,Kanoge,Kanoge,Dispensary,Operating,Public - LGA,-4.79369,32.33266,Western Zone,Tabora,Kaliua,Kaliua DC,KANOGE PRIMARY SCHOOL,KANOGE,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,KANOGE PRIMARY SCHOOL,Not set,Not set,2,9879,Not set,Not set,KANOGE,Not set,2.55786E+11,Not set,Not set,MBAMBA NYAMSHA,ENROLLED NURSE,Not set
102337-3,Kanoge,Litapunga,Kanoge A,Health Center,Operating,Public - LGA,-6.16843,31.12,Southern Highlands Zone,Katavi,Mlele,Nsimbo DC,Kanoge,Kanoge,Not set,Not set,1501003,Not set,Health Center,Public - LGA,Operating,Registered,Kanoge,Not set,1344,"Kanoge A,Kanoge B,Kabuga,Lukama,Nsanda,Bulembo",Not set,01 09 1990,1990,688 NSIMBO,Not set,Not set,Not set,Not set,Adam Mnyawi,Medicine Doctor,Not set
102338-1,Kanondo,Ntendo,Kanondo,Dispensary,Operating,Public - LGA,-7.91286,31.5697,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Kanondo Primary School,Kanondo,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Not Registered,Kanondo Primary School,Kanondo Dispensary,1808,Kanondo,16827,09 09 2012,2012,Box 187 Sumbawanga,Not set,Not set,Not set,Not set,Lilian Mhina,Clinical Officer,Not set
108913-5,Kanoni,Kanoni,Kanoni,Dispensary,Operating,Public - LGA,-1.35581,31.03124,Lake Zone,Kagera,Karagwe,Karagwe DC,Not set,Kanoni,Not set,18-01-0112,Not set,520449,Dispensary,Public - LGA,Operating,Registered,Not set,Kanoni,1569,Rwanyango,Not set,12 01 2014,2014,BOX 145 KARAGWE,Not set,Not set,Not set,Not set,EDWADI APRONARY,ACO,Not set
102340-7,Kansay,Kansay,Kansay,Health Center,Operating,Private - Faith based organization (FBO),-3.669074,35.593634,Northern Zone,Arusha,Karatu,Karatu DC,Not set,Kansay Mission,02A003,Not set,Not set,Not set,Health Center,Private - Faith based organization (FBO),Operating,Registered,Not set,Kansay,1717,"Kansay, Laja",6931,Not set,1953,Box 204 Karatu,Not set,Not set,Not set,Not set,Adesiana Panga,Assistant Nursing Officer,Not set
102341-5,Kantalemwa,Mnamba,Kantalemwa,Dispensary,Operating,Public - LGA,-8.83154,31.6404,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
112981-6,Kanumba Charitable,Sikonge,Sikonge,Clinic - General Clinic,Operating,Private - For Profit,-5.619692,32.74552,Western Zone,Tabora,Sikonge,Sikonge DC,Not set,Not set,146206,Not set,Not set,Not set,Clinic - General Clinic,Private - For Profit,Operating,Registered,Not set,Not set,Not set,Not set,Not set,28 09 2018,2018,Box 91,Not set,755566679,Not set,Not set,Dr Winjones J. Kanumba,Medical Doctor,Not set
108684-2,Kanyama,Kisesa,Kisesa 'A',Dispensary,Operating,Public - LGA,-2.56932,33.02935,Lake Zone,Mwanza,Magu,Magu DC,Kitongoji - Mwabuki,Kanyama,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Kitongoji - Mwabuki,Not set,1225,Kisesa A,23029,19 07 2011,2011,Box 30 magu,Not set,Not set,Not set,Not set,Mariawinifrida Dornat,Clinical officer,Not set
111335-6,Kanyasa Orthopaedic Specialized,Iyela,Block T,Clinic - Other Clinic,Closed (Temporary),Private - For Profit,-8.91904,33.47073,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Not set,Kanyasa Hospitali,Not set,Not set,Not set,Not set,Clinic - Other Clinic,Private - For Profit,Closed (Temporary),Registered,Not set,Not set,Not set,Not set,Not set,01 12 2015,2015,930,Not set,713210936,Not set,Not set,Dr C.S Masandika,"MD.M.MED,PhD",Not set
102342-3,Kanyelele,Kabula,Kanyelele,Dispensary,Operating,Public - LGA,-9.26227,33.7671,Southern Highlands Zone,Mbeya,Rungwe,Busokelo DC,Not set,Kanyelele,124029,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,5,3700,Not set,1990,"P. O. Box 2, Tukuyu",Not set,Not set,Not set,Not set,Haidary Mwakisyala,Clinical Officer,Not set
102344-9,Kanyenye,Ikongolo,Kanyenye,Dispensary,Operating,Public - LGA,-4.81548,32.88202,Western Zone,Tabora,Uyui,Uyui DC,Barabara ya Zumbukwa Jirani na shule ya msingi Kanyenye inakuwa upande wa mashariki,Kanyenye,Not set,Not set,Not set,TB520251,Dispensary,Public - LGA,Operating,Registered,Barabara ya Zumbukwa Jirani na shule ya msingi Kanyenye inakuwa upande wa mashariki,UYUI,1188,2,Not set,26 08 1986,Not set,Box 1069 Tabora,Not set,Not set,Not set,Not set,Janeth Ruffo,M/ATT,Not set
102343-1,Kanyerere,Kanyelele,Kanyelele,Dispensary,Operating,Public - LGA,-2.66868,33.09776,Lake Zone,Mwanza,Misungwi,Misungwi DC,Not set,Kanyerere,Not set,19-07-0127,197013,M30577,Dispensary,Public - LGA,Operating,Registered,Not set,Kanyerere,1230,Kanyerere,Not set,01 07 1978,1978,BOX 8,Not set,Not set,Not set,Not set,SOSPETER K . BONIPHACE,Assistant Clinical Officer,Not set
102345-6,Kanyezi,Katazi,Kanyezi,Dispensary,Operating,Public - LGA,-8.66089,31.86467,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Not set,kanyezi,Not set,Not set,Not set,mb520178,Dispensary,Public - LGA,Operating,Registered,Not set,299,1705,"Kanyezi,",Not set,08 07 2004,2004,SLP 3 KALAMBO,Not set,Not set,Not set,Not set,tumaini fimbo,Asistant clinical officer,Not set
102346-4,Kanyigo,Kanyigo,Bugombe,Dispensary,Operating,Public - LGA,-1.07691,31.74676,Lake Zone,Kagera,Missenyi,Missenyi DC,Not set,Kanyigo,102346-4,18-08-0117,Not set,MZ520451,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,1340,Kanyigo,Not set,01 07 1971,1971,38 kyaka,Not set,Not set,Not set,Not set,Monica Ludovick Aloyce,Enrolled Nurse,Not set
102347-2,Kanyimbi,Not set,Not set,Dispensary,Operating,Public - LGA,-10.724905,38.978491,Southern Zone,Mtwara,Masasi,Masasi DC,Not set,Kanyimbi Disp,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Not set,Not set,Not set,432,1,Not set,Not set,Not set,P.O Box 151 Masasi,Not set,Not set,Not set,Not set,Thecla Isaya,MCH.A,Not set
102348-0,Kanyinya,Mbuba,Kanyinya,Dispensary,Operating,Public - LGA,-2.6206,30.63536,Lake Zone,Kagera,Ngara,Ngara DC,Near kanyinya p/school,Kanyinya,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Near kanyinya p/school,Kanyinya,1531,KANYINYA,3761,01 07 1964,1964,P.O.BOX 30,Not set,Not set,Not set,Not set,Colletha coronery,Ass/ nursing officer,Not set
102349-8,Kanyonza,Kakonko,Kanyonza,Dispensary,Operating,Public - LGA,-3.24181,31.00056,Western Zone,Kigoma,Kakonko,Kakonko DC,Not set,Kanyonza Dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,4008,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Hellena Malima,EN,Not set
102352-2,Kaole,Dunda,Kaole,Dispensary,Operating,Public - LGA,-6.461357,38.938416,Eastern Zone,Pwani,Bagamoyo,Bagamoyo DC,Infront of Kaole Agriculture Collage,Kaole Dispensary,Not set,Not set,60161050,Not set,Dispensary,Public - LGA,Operating,Registered,Infront of Kaole Agriculture Collage,Kaole Disp.,19,"Kaole,Ukuni,Mto wa Nyanza",Not set,19 07 2005,2005,Box 29 Bagamoyo,61301,Not set,Not set,Not set,Aggrey Ngajiro,Clinical Officer,Not set
112174-8,Kaonga,Chilulumo,Kaonga,Dispensary,Operating,Public - LGA,-8.68779,32.37329,Southern Highlands Zone,Songwe,Momba,Momba DC,Kaonga,Kaonga,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Kaonga,-8.6877932.37329,935,Kaonga,3049,08 05 2018,2018,"P.O.BOX 273,MOMBA",Not set,Not set,Not set,Not set,Herry Nyoni,enrolled nurse,Not set
102353-0,Kaoze,Kaoze,Kaoze,Dispensary,Operating,Public - LGA,-8.45989,32.1583,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Not set,Kaoze,Not set,15-02-0132,Not set,34293,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
109171-9,Kapalala,Kapalala,Kapalala,Dispensary,Operating,Public - LGA,-8.065178,32.684799,Southern Highlands Zone,Songwe,Songwe,Songwe DC,Kapalala,Kapalala,Not set,Not set,120132,MB 520181,Dispensary,Public - LGA,Operating,Not Registered,Kapalala,3,1079,Kapalala,9328,15 07 1976,1976,P.O.BOX 77 Songwe DC,Not set,Not set,Not set,Not set,Elia Kayange,Assistant Clinical Officer,Not set
102355-5,Kapalamsenga,Kapalamsenga,Kapalamsenga,Dispensary,Operating,Public - LGA,-6.81406,30.49082,Southern Highlands Zone,Katavi,Mpanda,Mpanda DC,Kapalamsenga,Kapalamsenga,RK/KIJ/2,23-02-0108,23-02-029,TB520538,Dispensary,Public - LGA,Operating,Registered,Kapalamsenga,8,797,"Kapalamsenga, Songambele and Kamalamansa",12111,01 07 1970,1970,Box 1 Mpanda,255,025-2820068,025-2820068,afyampanda@gmail.com,Scolastica Longinus,Assistant Clinical Officer,Not set
102356-3,Kapamisya,Ipande,Ipande,Dispensary,Operating,Public - LGA,-9.532835,33.820143,Southern Highlands Zone,Mbeya,Kyela,Kyela DC,Near Roman Catholic Church,Not set,Not set,12-03-0114,125035,MB520183,Dispensary,Public - LGA,Operating,Not Registered,Near Roman Catholic Church,kapamisya dispensary,Not set,Kapamisya,Not set,Not set,Not set,"BOX 4, KYELA",Not set,Not set,Not set,Not set,MARIAM NINDE,ASSISTANT CLINICAL OFFICER,Not set
102357-1,Kapanda,Machimboni,Karanda,Dispensary,Operating,Public - LGA,-6.48943,31.07813,Southern Highlands Zone,Katavi,Mlele,Nsimbo DC,Kapanda,Kapanda Dispensary,Not set,Not set,1501073,TB520557,Dispensary,Public - LGA,Operating,Registered,Kapanda,Not set,1150,"Kapanda ,Katisunga",5359,01 05 2013,2013,Box 688 Nsimbo,Not set,Not set,Not set,Not set,LIDYA OBED,CLINICAL OFFICER,Not set
102358-9,Kaparamsenga,Sigunga,Kaparamsenga,Dispensary,Operating,Public - LGA,-5.803808,29.955492,Western Zone,Kigoma,Uvinza,Uvinza DC,Not set,Not set,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Not set,Not set,Not set,779,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set,Not set
108865-7,Kapele,Kapele,Kapele,Dispensary,Operating,Public - LGA,-9.068834,32.182498,Southern Highlands Zone,Songwe,Momba,Momba DC,-9.06883432.182498,Kapele,Not set,Not set,Not set,D35738,Dispensary,Public - LGA,Operating,Registered,-9.06883432.182498,Kapele,1520,kapele na msungwe,12567,15 07 1970,1970,"P.o.box 273,Momba",Not set,2.55762E+11,Not set,Not set,Aneth Nkwasya,Clinical Officer,Not set
102359-7,Kapele,Kasanga,Kapere,Dispensary,Operating,Public - LGA,-8.57806,31.17511,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Not set,Kapele,Not set,Not set,Not set,D34156,Dispensary,Public - LGA,Operating,Registered,Not set,336,781,"kapele, kantalamba",Not set,01 07 2004,2003,BOX 3 KALAMBO,23,Not set,Not set,Not set,MWAWA KOMESHA,Asistant clinical officer,Not set
102361-3,Kapelekesi,Kafule,Kapelekesi,Dispensary,Operating,Public - LGA,-9.528385,33.489666,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Isoko Road near,Kapelekesi,Not set,Not set,1205011,Not set,Dispensary,Public - LGA,Operating,Not Registered,Isoko Road near,Not set,1336,1,4292,01 07 1980,35,P.O Box 12 Ileje,Not set,Not set,Not set,itumbahospital@yahoo.com,Emelia Kibona,Nurse midwife,Not set
102362-1,Kapeta,Ikinga,Kapeta,Dispensary,Operating,Public - LGA,-9.473826,33.668962,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Kiwira Coal Mining,Kapeta Disp,Not set,Not set,1205012,Not set,Dispensary,Public - LGA,Operating,Not Registered,Kiwira Coal Mining,Kapeta Dispensary,570,1,1214,01 05 1978,37,P.O Box 12 Ileje,Not set,Not set,Not set,itumbahospital@yahoo.com,Azizi Mosses,Clinical Ofiicer,Not set
110952-9,Kapombe,Kalobe,DDC,Dispensary,Operating,Private - For Profit,-8.91871,33.41432,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Near by Mabonde Primary School,Kapombe Dispensary,127231,Not set,Not set,Not set,Dispensary,Private - For Profit,Operating,Registered,Near by Mabonde Primary School,Kapombe Disp,1592,DDC,4010,01 02 2015,2015,P.O Box 4466,Not set,755859953,Not set,fmwapongo@gmail.com,Emanuel Mganga,Assistant Clinical Officer,Not set
102363-9,Kapozwa,Kisumba,Kapozwa,Dispensary,Operating,Public - LGA,-8.58475,31.24245,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Not set,Kapozwa Disp,Not set,Not set,Not set,35958,Dispensary,Public - LGA,Operating,Registered,Not set,3400,1180,kapozwa,Not set,01 07 2008,2008,BOX 3 KALAMBO,23,Not set,Not set,Not set,EMILY ANTONY,Asistant clinical officer,Not set
102364-7,Kapugi,Malindo,Kapugi,Dispensary,Operating,Public - LGA,-9.317925,33.591683,Southern Highlands Zone,Mbeya,Rungwe,Rungwe DC,-9.31792533.591683,Kapugi,Not set,Not set,1204037,Not set,Dispensary,Public - LGA,Operating,Not Registered,-9.31792533.591683,Kapugi,Not set,3,Not set,Not set,1973,P.O BOX 148 Tukuyu,Not set,Not set,Not set,Not set,Ipyana Mfinge,Clinical Officer,Not set
112098-9,Kapunga,Itamboleo,Kapunga,Dispensary,Operating,Public - LGA,-8.68967,34.05553,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,Kapunga bus stand,Kapunga,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Not Registered,Kapunga bus stand,Kapunga health center,Not set,Kapunga,751,09 09 2019,2019,30 Rujewa,Not set,Not set,Not set,Not set,Teresphod Sambi,Advanced medical officer,Not set
102366-2,Karago,Sunuka,Karago,Dispensary,Operating,Public - LGA,-5.28404,29.80053,Western Zone,Kigoma,Uvinza,Uvinza DC,Not set,Karango Dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,790,Karago,Not set,02 01 1975,Not set,Not set,Not set,Not set,Not set,Not set,Katunka Amani,Nurse Assistant,Not set
102369-6,Karamba,Kalemawe,Karamba,Dispensary,Operating,Public - LGA,-4.478201,38.112974,Northern Zone,Kilimanjaro,Same,Same DC,Not set,karamba dispensary,Not set,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Not Registered,Not set,karamba dispensary,509,karamba,Not set,Not set,Not set,p.o.box 10,Not set,785797931,Not set,Not set,fatuma k juma,enrolled nurse,Not set
102368-8,Karamba,Toloha,Karamba/Ndea,Dispensary,Operating,Public - LGA,-3.771923,37.834105,Northern Zone,Kilimanjaro,Mwanga,Mwanga DC,Ndea Primary School,Kambi ya Simba,Not set,Not set,Not set,520133,Dispensary,Public - LGA,Operating,Registered,Ndea Primary School,Karamba Dispensary,761,Karamba,1597,25 04 2001,2001,P.o.box18 Mwanga,Not set,Not set,Not set,Not set,Damiano John,Clinical Officer,Not set
102370-4,Karambi,Karambi,Karambi,Dispensary,Operating,Public - LGA,-2.10592,31.5024,Lake Zone,Kagera,Muleba,Muleba DC,5km from kimeya health centre,Karambi Dispensary,Not set,Not set,Not set,MZ520453,Dispensary,Public - LGA,Operating,Registered,5km from kimeya health centre,5,1651,Karambi,8160,Not set,1984,P.O. BOX 10,Not set,+255 28 2224013,+255 28 2224168,ded@mulebadc.go.tz,Chacha Musa,Enrolled nurse,Not set
102372-0,Karangai,Kikwe,Karangai,Dispensary,Operating,Public - LGA,-3.47771,36.8687,Northern Zone,Arusha,Arumeru,Meru DC,Not set,Karangai,Not set,Not set,10212,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Karangai,980,"Karangai,Kikwe",3014,Not set,2005,Box 4 Duluti,Not set,Not set,Not set,ded@merudc.go.tz,Emmanueli Kawea,clinical officer,Not set
102373-8,Karangai COGI,Kikwe,Karangai,Dispensary,Closed (Temporary),Private - Faith based organization (FBO),-3.491415,36.867324,Northern Zone,Arusha,Arumeru,Meru DC,Not set,Not set,22005,Not set,Not set,Not set,Dispensary,Private - Faith based organization (FBO),Closed (Temporary),Registered,Not set,Karangai COGI,Not set,1,Not set,Not set,1997,Box 4 Duluti,Not set,Not set,Not set,Not set,Unambwe Sumary,CO,Not set
102229-2,Karangasi,Tura,Karangasi,Dispensary,Operating,Public - LGA,-5.562109,34.008944,Western Zone,Tabora,Uyui,Uyui DC,Not set,Kalola,Not set,Not set,Not set,TB520471,Dispensary,Public - LGA,Operating,Registered,Not set,Not set,Not set,Uyui,Not set,Not set,Not set,Box 1069 Tabora,Not set,Not set,Not set,Not set,Kulwa Rajabu,Clinical Asistant,Not set
102375-3,Karaseco,Kihanga,Kishojo,Dispensary,Operating,Private - Faith based organization (FBO),-1.46307,31.18084,Lake Zone,Kagera,Karagwe,Karagwe DC,Near Matunda Mema Industrial,Karaseco,Not set,Not set,Not set,Not set,Dispensary,Private - Faith based organization (FBO),Operating,Registered,Near Matunda Mema Industrial,Karaseco,1268,Not set,Not set,Not set,2014,Box 87 Karagwe,Not set,784301342,Not set,karaseco@gmail.com,Fraiton Rwechungura,CO,Not set
110376-1,Karasha,Mlowo,Ivwanga,Dispensary,Operating,Public - LGA,-9.043053,32.972583,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Not set,Karasha,110376-1,Not set,Not set,Not set,Dispensary,Public - LGA,Operating,Registered,Not set,Karasha,Not set,karasha,Not set,14 09 2014,2014,70 Mbozi,Not set,Not set,Not set,Not set,Caroline Chang'a,Enrolled Nurse,Not set
